herb_id,engName,chiName,effect,taste,quality,shape
0134,Ovientvine Stem,青風藤,祛風濕，通經絡，利小便。用於風濕痹痛，關節腫脹，麻痹瘙癢。,苦、辛，平。,以外皮綠褐色、條均勻者為佳。,呈細長圓柱形，直徑5~20mm，外表灰褐色或棕褐色，有縱皺及橫向皮孔，節處膨大。體輕，質堅實而脆，易折斷，斷面灰黃色或淡灰棕色，不平坦。橫切面韌皮部很窄，木質部導管與射線呈放射狀排列，導管較大，中央為圓形的髓。氣弱，味苦。
0135,Sargenrgloryvine,大血藤,敗毒消癰，活血通絡，祛風殺蟲的作用。治急、慢性闌尾炎，風濕痹痛，赤痢，血淋，月經不調，疳積，蟲痛，跌撲損傷。,苦、平。,以條勻、徑粗者佳。,乾燥莖呈圓柱形，略彎曲，通常截成長約30cm的段狀，直徑1~3cm。外表棕色或灰棕色，粗糙，具有淺的縱槽紋及明顯的橫裂紋，有時可見膨大的節部及略凹陷的枝痕或葉柄痕，栓皮常呈鱗片狀開裂，脫落處露出淡紅棕色的內皮部。質堅韌，有彈性，折斷面裂片狀；平整的橫切面，本質部黃白色，導管呈細孔狀，髓射線棕紅色，放射狀排列。氣異香，味淡微澀。
0136,Armand Clematis Stem,川木通,清熱利尿，通經下乳。用於水腫、淋病，小便不通，關節痹痛，經閉乳少。,淡、苦，寒。,以斷面黃白色者為佳。,呈長圓柱形，略扭曲，長50~100cm，直徑2~3.5cm。表面黃棕色或黃褐色，有縱向凹溝及棱線；節處多膨大，有葉痕及側枝痕。殘存皮部易撕裂。質堅硬，不易折斷。切片厚0.2~0.4cm，邊緣不整齊，殘存皮部黃棕色，木部淺黃棕色或淺黃色，有黃白色放射狀紋理及裂隙，其間佈滿導管孔，髓部較小，類白色或黃棕色，偶有空腔。
0137,Sappan Wood,蘇木,血祛瘀，消腫定痛。主婦人血滯經閉，痛經，產後瘀阻心腹痛，產後血暈，癰腫，跌打損傷，破傷風 。,甘、咸，平。,以堅實、粗大、色黃紅者為佳。,呈長圓柱形或對剖半圓柱形，長10~100cm，直徑3~12cm。表面黃紅色至暗紅色，可見紅白相間的細條紋，具刀削痕和枝痕，常見縱向裂緩。橫斷面略具光澤，年輪明顯，有的可見暗棕色、質松、帶亮點的髓部。質堅硬。無臭，味徽澀。
0138,Cassiabarktree Twig,桂枝,發汗解肌，溫通經脈，助陽化氣，平沖降氣。用於風寒感冒，脘腹冷痛，血寒經閉，關節痹痛，痰飲，水腫，心悸，奔豚。,辛、甘，溫。,以枝條細嫩均勻、棕黃色、氣香濃者為佳。,呈長圓柱形，多分枝，長30~75cm，粗端直徑0.3~1cm。表面紅棕色至棕色，有縱棱線、細皺紋及小疙瘩狀的葉痕、枝痕、芽痕，皮孔點狀。質硬而脆，易折斷。切片厚2~4mm，斷面皮部紅棕色，木部黃白色至淺黃棕色，髓部略呈方形。有特異香氣，味甜、微辛，皮部味較濃。
0139,Rosewood Heart Wood,降香,行氣活血，止痛，止血。用於脘腹疼痛，肝鬱脅痛，胸痹刺痛，跌撲損傷，外傷出血。,辛，溫。,以堅實、富有性、香氣濃、紫紅色者為佳。,該品呈類圓柱形或不規則塊狀。表面紫紅色或紅褐色，切面有緻密的紋理。質硬，有油性。氣微香，味微苦。
0140,Chinese Fevervine Herb and Root,雞屎藤,祛風除濕；消食化積；解毒消腫；活血止痛。主治風濕痹痛；食積腹脹；小兒疳積；腹瀉；痢疾；中暑；黃疸；肝炎；肝脾腫大；咳嗽；瘰鬁；腸癰；無名腫毒；腳濕腫爛；燙火傷；濕疹；皮炎；跌打損傷；蛇蛟蠍螫。,甘、酸，平。,以條勻、葉多、氣濃者為佳。,雞矢藤莖呈扁圓柱形，稍扭曲，無毛或近無毛，老黃牛莖灰棕色，直徑3~12mm，栓皮常脫落，有縱皺紋及葉柄斷痕，易折斷，斷面平坦，灰黃色；嫩莖黑褐色，直徑1~3mm，質韌，不易折斷，斷面纖維性，灰白色或淺綠色。葉對生，多皺縮或破碎，完整者展平後呈寬卵形或披針形，長5~15cm，寬2~6cm，先端尖，基部楔形，圓形或淺心形，全緣，綠褐色，兩面無柔毛或近無毛；葉柄長1.5~7cm，無毛或有毛。聚傘花序頂生或腋生，前者多帶葉，後者疏散少花，花序軸及花均被疏柔毛，花淡紫色。氣特異，味微苦、澀。
0141,Suberect Spatholobus Stem,雞血藤,補血，活血，通絡。用於月經不調，血虛萎黃，麻木癱瘓，風濕痹痛。,苦、甘，溫。,以樹脂分泌物多者為佳。,該品為橢圓形、長矩圓形或不規則的斜切片，厚0.3~1cm。栓皮灰棕色，有的可見灰白色斑，栓皮脫落處現紅棕色。切面木部紅棕色或棕色，導管孔多數；韌皮部有樹脂狀分泌物呈紅棕色至黑棕色，與木部相間排列呈3~8個偏心性半圓形環；骨部偏向一側。質堅硬。氣微，味澀。
0142,Chinese Starasmine Stem,絡石藤,祛風通絡，涼血消腫。用於風濕熱痹，筋脈拘攣，腰膝酸痛，喉痹，癰腫，跌撲損傷。,苦，微寒。,以葉多、色綠者為佳。,本品莖呈圓柱形，彎曲，多分枝，長短不一，直徑1~5mm；表面紅褐色，有點狀皮孔及不定根；質硬，斷面淡黃白色，常中空。葉對生，有短柄；展平後葉片呈橢圓形或卵狀披針形，長1~8cm，寬0.7~3.5cm；全緣，略反卷，上表面暗綠色或棕綠色，下表面色較淡，革質。氣微，味微苦。
0143,Akabia Stem,木通,清熱利尿；活血通脈。主小便赤赤；淋濁；水腫；胸中煩熱；喉喉疼痛；口舌生瘡；風濕痹痛；乳汁不通；經閉；痛經。,苦，微寒。,以條粗、均勻者為佳。,白木通藤莖直徑5~8mm。表面黃棕色或暗棕色，有不規則縱溝紋；有枝痕。質堅韌，難折斷，斷面木部淡黃色，導管細密，排列不規則，射線約13條，淺黃色放射狀，髓類圓形。氣微，味徽苦。
0144,Japanese Honeysuckle Stem,忍冬藤,清熱解毒，疏風通絡。用於溫病發熱，熱毒血痢，癰腫瘡瘍，風濕熱痹，關節紅腫熱痛。,甘，寒。,以枝條均勻、嫩枝稍有毛、外皮棗紅色、質嫩帶葉者為佳。,該品呈長圓柱形，多分枝，常纏繞成束，直徑1.5~6mm。表面棕紅色至暗棕色，有的灰綠色，光滑或被茸毛；外皮易剝落。枝上多節，節間長6~9cm，有殘葉及葉痕。質脆，易折斷，斷面黃白色，中空。無臭，老枝味微苦，嫩枝味淡。
0145,Chinese Taxillus Herb,桑寄生,祛風濕，益肝腎，強筋骨，安胎。,苦、甘，平。,以紅褐色、枝細嫩、葉多者為佳。,莖枝呈圓柱形，長3~4cm，直徑0.2~1cm；表面紅褐色或灰色，具細縱紋，並有眾多細小皮孔，小枝有棕紅色細毛。有時逞葉，多捲縮，完整者呈卵圓形，全緣，棕色，革質，幼葉亦被棕紅色細毛。莖堅硬，斷面不整齊，皮部紅棕色，木櫚色較淺。無臭，味澀。
0146,Mulberry Twig,桑枝,祛風濕，利關節，行水氣。主治風寒濕痹，四肢拘攣，腳氣浮腫，肌體風癢。,苦，平。,以質嫩、斷面黃白色者為佳。,乾燥的嫩枝呈長圓柱形，長短不一，直徑0.5~lcm。外表灰黃色或灰褐色，有多數談褐色小點狀皮孔及細縱紋，並可見灰白色半月形的葉痕和棕黃色的葉芽。質堅韌，有彈性，較難折斷，斷面黃白色，纖維性。斜片呈橢圓形，長約2mm。切面皮部較薄，木部黃白色，射紋細密，中心有細小而綿軟的髓。有青草氣，味淡略粘。
0147,Rice Paper Plant Pith,通草,清熱利濕；通乳，用於淋症澀痛；小便不利；水腫；黃疸；濕溫病；小便短赤；產後乳少；經閉；帶下。,甘、淡，微寒。,以條粗壯、色潔白、有彈性、空心有隔膜者為佳。,莖賄呈圓柱形，長20~40cm，直徑1~2.5cm。表面白色或淡黃色，有淺縱溝紋。體輕，質鬆軟，稍有彈性，易折斷，斷面平坦，顯銀白色光澤，中內有直徑0.3~1.5cm的空心或半透明的薄膜，縱剖面呈梯狀排列，實心者 (僅在細小莖賄中的某小段) 少見。無臭，無味。
0148,Sandalwood,檀香,行氣溫中，開胃止痛。用於寒凝氣滯，胸痛，腹痛，胃痛食少；冠心病，心絞痛。,辛，溫。,以體重、堅實、顯油蹟、香氣濃者為佳。,本品為長短不一的圓柱形木段，有的略彎曲，一般長約1m，直徑10~30cm。外表面灰黃色或黃褐色，光滑細膩，有的具疤節或縱裂，橫截面呈棕黃色，顯油蹟；棕色年輪明顯或不明顯，縱向劈開紋理順直。質堅實，不易折斷。氣清香，燃燒時香氣更濃；味淡，嚼之微有辛辣感。飲片多為捲曲或破碎的刨片，表面灰黃色，較粗糙，有細緻的刨裂紋。
0149,Bamboo Shavings,竹茹,清熱化痰，除煩止嘔。用於痰熱咳嗽、膽火挾痰、煩熱嘔吐、驚悸失眠、中風痰迷、舌強不語、胃熱嘔吐、妊娠惡阻、胎動不安。,甘，微寒。,以身乾、黃綠色、細絲均勻、質柔軟者為佳。,本品呈不規則的絲狀或薄帶狀，常捲曲扭縮而纏結成團或作創花狀，長短不一，寬0.5~0.7cm，厚0.3~0.5cm。全體淡黃白色、淺綠色、青黃色、灰黃色、灰黃綠色、黃而韌，有彈性。氣稍清香，味微甜。
0150,Cutivated Purple Perilla Stem,紫蘇梗,理氣寬中，止痛，安胎。用於胸膈痞悶，胃脘疼痛，噯氣嘔吐，胎動不安。,辛，溫。,以外皮紫棕色、有香氣者為佳。,本品呈方柱形，四棱鈍圓，長短不一，直徑0.5~1.5cm。表面紫棕色或暗紫色，四面有縱溝及細縱紋，節部稍膨大，有對生的枝痕和葉痕。斷面裂片狀。切片厚2~5mm，常呈斜長方形，木部黃白色，射線細密，呈放射狀，髓部白色。
0151,Chinese Honeylocust Spine,皂角刺,消腫托毒，排膿，殺蟲。用於痛疽初起或膿成不潰；外治疥癬麻風。,辛，溫。,以片薄、純淨、無核梗、色棕紫、切片中間棕紅色、慷心者為佳,本品為主刺及1~2次分枝的棘刺。主刺長3~15cm或更長，直徑0.3~1cm；分枝刺長1~6cm，刺端銳尖。表面紫棕色或棕褐色。體輕，質堅硬，不易折斷。切片厚0.1~0.3cm，常帶有尖細的刺端；木部黃白色，髓部疏鬆，淡紅棕色；質脆，易折斷。氣微，味淡。
0152,White Hyacinth Bean,白扁豆,補脾和中，化濕消暑。用於脾胃虛弱、食欲不振、大便溏瀉、白帶過多、暑濕吐瀉、胸悶腹脹。,甘，微溫。,以粒大、飽滿、色白者為佳。,種子扁橢圓形或扁卵圓形，長0.8~1.3cm，寬6~9mm，厚約7mm。表面淡黃白色或淡黃色，平滑，稍有光澤，有的可見棕褐色斑點，一側邊緣有隆起的白色半月形種阜。長7~10mm，剝去後可見凹陷的種臍，緊接種阜的一端有珠孔，另端有種脊。質堅硬，種皮薄而脆，子葉2片，肥厚，黃白色。氣微，味淡，嚼之有豆腥氣。
0153,Ginkgo Seed,白果,斂肺定喘；止帶縮尿。哮喘痰嗽；白帶；白濁；遺精；尿頻；無名腫毒； 皶鼻。,甘、苦、澀，平，有小毒。,以殼色黃白、種仁飽滿，斷面色淡黃者為佳。,除去外種皮的種子卵形或橢圓形，長1.5~3cm，寬1~2.2cm。外殼 (中種皮) 骨質，光滑，表面黃白色或淡棕黃色，基部有一圓點狀突起，邊緣各有1條棱線，偶見3條棱線。內種皮膜質，紅褐色或淡黃棕色。種仁扁球形，淡黃色，胚乳肥厚，粉質，中間有空隙；胚極小。氣無，味微甘、苦。
0154,Chinese Arborvilae Seed,柏子仁,養心安神，潤腸通便。用於虛煩不眠，心悸怔忡，腸燥便秘等症。,甘，平。,以粒大，飽滿、油性大而不泛油、無皮殼雜質、黃白色者為佳。,長卵形或長橢圓形，長0.3~0.7cm，直徑0.1~0.3cm。新貨黃白色或淡黃色，久置陳貨則呈黃棕色，並有油點滲出。種仁外面常包有薄膜質的種皮，頂端略尖，圓三棱形，基部鈍圓。質軟油潤，斷面黃白色，胚乳較多，子葉2枚，均含豐富的油質。氣微香，味淡而有油膩感。
0155,Truestar Anise,八角茴香,散寒；理氣；止痛。用治寒疝腹痛；腰膝冷痛；胃寒嘔吐；脘腹疼痛；寒濕腳氣。,辛，溫。,以色黃、個大、飽滿、油多者為佳。,聚合果約由8個 (稀5~13個) 蓇葖果聚成，各分果近等大，放射狀排列於中軸上，蓇葖果長1~2cm，高0.5~1cm，外表面棕褐色或紅褐色，有不規則皺紋，頂端鈍或鈍尖，果皮較厚，上側多開裂成小艇形；內表面淡棕色，有光澤。每個蓇葖果含種子1粒，扁卵圓形，紅棕色或灰棕色，有光澤。果梗長3~4cm，彎曲，常脫落。氣芳香，味辛、甜。
0156,Long Pepper Fruit,蓽茇,溫中散寒，下氣止痛。用於脘腹冷痛、嘔吐、泄瀉、偏頭痛、鼻淵、外治牙痛、冠心病、心絞痛。治心腹冷痛，嘔吐吞酸，腸鳴泄瀉，冷痢，陰疝，頭痛，鼻淵，齒痛。,辛，熱。,以飽滿肥大、堅實、黑褐色、斷面稍紅、氣味濃者為佳。,呈圓柱形，稍彎曲，由多數小漿果集合而成，長1.5~3.5cm，直徑0.3~0.5cm。表面黑褐色或棕色，有斜向排列整齊的小突起，基部有果穗梗殘存或脫落。質硬而脆，易折斷，斷面不整齊，顆粒狀。小漿果球形，直徑約0.1cm，斷面顆粒狀。有特異香氣，味辛辣。
0157,Castorbean,蓖麻子,消腫拔毒，瀉下通滯。用於癰疽腫毒，喉痹，大便燥結等症狀。,甘、辛，平。,以飽滿粒大、有光澤者為佳。,本品呈橢圓形或卵形，稍扁，長0.9~1.8cm，寬0.5~1cm。表面光滑，有灰白色與黑褐色或黃棕色與紅棕色相間的大理石樣“斑紋”。一面較平，一面較隆起，較平的一面有1條隆起的種脊；一端有灰白色或淺棕色突起的種阜。種皮薄而脆。胚乳肥厚，白色，富油性，菲薄，無臭，味微苦辛。
0158,Betelnutpalm Seed,檳榔,驅蟲；消積；下氣；行水；截瘧。蟲積；食滯；脘腹脹痛；瀉痢後重；腳氣；水腫；瘧疾。,苦、辛，溫。,以果大體重、堅實、不破裂者為佳。,乾燥種子呈圓錐形或扁圓球形，高1.5~3cm，基部直徑2~3cm，表面淡黃棕色或黃棕色，粗糙，有顏色較淺的網形凹紋，並偶有銀色斑片狀的內果皮附著。基部中央有圓形凹陷的珠孔，其旁有淡色的疤痕狀的種臍。質堅實，縱剖面可見外緣的棕色種皮向內褶入，與乳白色的胚乳交錯，形成大理石樣花紋。基部珠孔內側有小形的胚，常呈棕色，乾枯皺縮不顯。氣無，味澀而微苦
0159,Malaytea Scurfpea Fruit,補骨脂,補腎助陽；納氣平喘；溫脾止瀉。主腎陽不足；下元虛冷；腰膝冷痛；陽痿遺精；尿頻；遺尿；腎不納氣；虛喘不止；脾腎兩虛；大便久瀉；白癜風；斑禿；銀屑病。,辛、苦，溫。,以粒大、飽滿、黑色者為佳。,果實扁圓狀腎形，一端略尖，少有宿萼。懷補骨脂長4~5.5mm，寬約2~4mm，厚約1mm；川補骨脂較小。表面黑棕色或棕褐色，具微細網紋，在放大鏡下可見點狀凹凸紋理。質較硬脆，剖開後可見果皮與外種皮緊密貼生，種子凹側的上端略下處可見點狀種臍，另一端有合點，種脊不明顯。外種皮較硬，內種皮膜質，灰白色；子葉2枚，肥厚，淡黃色至淡黃棕色，陳舊者色深，其內外表面常可見白色物質，於放大鏡下觀察為細小針晶；胚很小。宿萼基部連合，上端5裂，灰黃色，具毛茸，並密佈褐色腺點。氣芳香特異、味苦微辛。
0160,Katsumada Galangal Seed,草豆蔻,化濕消痞，行氣溫中，開胃消食。用於濕濁中阻，不思飲食，濕溫初起胸悶不饑，寒濕嘔逆，胸腹脹痛，食積不消。,辛，溫。,以種子飽滿、堅實、類球形、氣濃者為佳。,該品為類球形的種子團，直徑1.5~2.7cm。表面灰褐色，中間有黃白色的隔膜，將種子團分成3 瓣，每瓣有種子多數，粘連緊密，種子團略光滑。種子為卵圓狀多面體，長3~5mm，直徑約3mm，外被淡棕色膜質假種皮，種脊為一條縱溝，一端有種臍；質硬，將種子沿種脊縱剖兩瓣，縱斷面觀呈斜心形，種皮沿種脊向內伸入部分約占整個表面積的1/2 ；胚乳灰白色。氣香，味辛，微苦。
0161,Tsaoko Amomum Fruit,草果,燥濕除寒，祛痰截瘧，消食化食。主治瘧疾，痰飲痞滿，脘腹冷痛，反胃，嘔吐，瀉痢，食積。,辛，溫。,以個大、飽滿、色紅棕、氣味濃行為佳。,果實橢圓形，長2~4.5cm，直徑1~2.5cm，表面棕色或紅棕色，具3鈍棱及明顯的縱溝及棱線，先端有圓形突起的柱基，基部有果柄或果柄痕，果皮堅韌，內分3室，每室含種子7~24粒，種子集結成團。種子多面形，直徑5~7mm，黃棕色或紅棕色，具灰白色膜質假種皮，中央有凹陷合點，較狹端腹面有圓窩狀種臍，種脊凹陷成1縱溝。氣芳香，味辛、辣。
0162,Tangerine Peel,陳皮,理氣健脾，燥濕化痰。用於胸脘脹滿，食少吐瀉，咳嗽痰多。,苦、辛，溫。,以皮張大、完整、色鮮豔油潤、香氣濃者佳。,常剝成數瓣，基部相連，有的呈不規則的片狀，厚1~4mm。外表面橙紅色或紅棕色，有細皺紋及凹下的點狀油室；內表面淺黃白色，粗糙，附黃白色或黃棕色筋絡狀維管束。質稍硬而脆。氣香，味辛、苦。廣陳皮：常3瓣相連，形狀整齊，厚度均勻，約1mm。點狀油室較大，對光照視，透明清晰。質較柔軟。
0163,Asiatic Plantain Seed,車前子,清熱利尿；滲濕止瀉；明目；祛痰。主小便不利；淋濁帶下；水腫脹滿；暑濕瀉痢；目赤障翳；痰熱咳喘。,甘、淡，微寒。,以粒大、均勻飽滿、色棕紅者為佳。,種子略呈橢圓形或不規則長圓形，稍扁，長約2mm，寬約1mm。表面淡棕色或棕色，略粗糙不平。於擴大鏡下可見微細縱紋，于稍平一面的中部有淡黃色凹點狀種臍。質硬，切段面灰白色。種子放入水中，外皮有粘液釋出。氣微，嚼之帶粘液性。
0164,Rice Bean,赤小豆,利水除濕，和血排膿，消腫解毒。治水腫，腳氣，黃疸，瀉痢，便血，癰腫。,甘、酸，平。,以身乾，顆粒飽滿，色赤紅發暗者為佳。,乾燥種子略呈圓柱形而稍扁，長5~7mm，直徑約3mm，種皮赤褐色或紫褐色，平滑，微有光澤，種臍線形，白色，約為全長的2/3，中間凹陷成一縱溝，偏向一端，背面有一條不明顯的棱脊。質堅硬，不易破碎，除去種皮，可見兩瓣乳白色於仁。氣微，嚼之有豆腥味。
0165,Common Motherwort Fruit,茺蔚子,活血調經、清肝明目的功能。生茺蔚子長於清肝明目。用於目赤腫痛或目生翳膜。,辛、苦，微寒。,以飽滿粒大者為佳。,呈三棱形，長2~3mm，寬約1.5mm。表面灰棕色至灰褐色，有深色斑點，一端稍寬，平截狀，另一端漸窄而鈍尖。果皮薄，子葉類白色，富油性。無臭，味苦。
0166,Papermulberry Fruit,楮實子,補腎清肝、明目、利尿。用於腰膝酸軟、虛勞骨蒸、頭暈目昏、目生翳膜、水腫脹滿。,甘，寒。,以色紅、子老、無雜質者為佳。,小瘦果扁圓形或扁卵形，長約2mm，寬1.5~2mm。表面橙紅色或棕紅色，有微細網狀紋理或顆料狀突起，一側邊具凹溝，另側邊具棱線，基部有子房殘痕。質硬，內含種子1粒；種皮紅棕色，種仁白色，油質。味淡。
0167,Areca Peel,大腹皮,下氣寬中，行水消腫之功效。現代研究，該品有興奮胃腸道平滑肌、促胃腸動力作用，並有促進纖維蛋白溶解等作用。,辛，微溫。,以色黃白、質柔韌、無雜質者為佳。,略呈橢圓形或長卵形瓢狀，長4~7cm，寬2~3.5cm，厚0.2~0.5cm。 外果皮深棕色至近黑色，具不規則的縱皺紋及隆起的橫紋，頂端有花柱殘痕，基部有果梗及殘存萼片。內果皮凹陷，褐色或深棕色、光滑呈硬殼狀。體輕，質硬，縱向撕裂後可見中果皮纖維。氣微，味微澀。
0168,Fermented Soybean,淡豆豉,解肌發表；宣鬱除煩。主治外感表證；寒熱頭痛；心煩；胸悶；虛煩不眠。,辛、甘、微苦，寒。,以柔軟、無糟粒、香氣濃郁者為佳。,該品呈橢圓形，略扁，長0.6~1cm，直徑0.5~0.7cm。表面黑色，皺縮不平。質柔軟，斷面棕黑色。具有膜狀種皮，氣香，味微甘。
0169,Sword Jackbean Seed,刀豆,溫中下氣。利腸胃，止嘔吐，益腎補元氣。,甘，溫。,以粒大飽滿、色淡紅者為佳。,乾燥種子扁腎形或扁橢圓形，長2.5~3.5cm，寬1~2cm，厚0.5~2cm。表面淡紅色或紅紫色，略有光澤。邊緣有灰黑色線形種臍，長1.5~2cm，寬約2mm，種臍上有白色膜狀珠柄殘餘；近種臍一端有凹點狀的珠孔，另端有深色合點，種臍與合點間有隆起的種脊。種皮革質，內表面棕綠色而光亮；子葉兩片，黃白色，油潤。無臭，味淡嚼之有豆腥氣。
0170,Rice - grain Sprout,稻芽,消食和中，健脾開胃。用於食積不消，腹脹口臭，脾胃虛弱，不饑食少。炒稻芽偏於消食。用於不饑食少。焦稻芽善化積滯。用於積滯不消。,甘，溫。,以身乾、粒飽滿、大小均勻、色黃、無雜質者為佳。,稻芽呈扁長橢圓形，兩端略尖，長7~9mm，直徑約3mm。外稃黃色，有白色細茸毛，具5脈。一端有2枚對稱的白色條形漿片，長2~3mm，於一個條形漿片內側伸出彎曲的鬚根1~3條，長0.5~1.2cm。質硬，斷面白色，粉性。無臭，味淡。
0171,Common Jujube,大棗,補中益氣，養血安神。用於脾虛食少，乏力便溏，婦人臟躁。,甘，溫。,以個大、色紅、肉質油潤者為佳。,本品呈橢圓形或球形，長2~3.5cm，直徑1.5~2.5cm。表面暗紅色，略帶光澤，有不規則皺紋。基部凹陷，有短果梗。外果皮薄，中果皮棕黃色或淡褐色，肉質，柔軟，富糖性而油潤。果核紡錘形，兩端銳尖，質堅硬。氣微香，味甜。
0172,Belvedere Fruit,地膚子,清熱利濕，祛風止癢。用於小便澀痛、陰癢帶下、風疹、濕疹、皮膚瘙癢。,辛、苦，寒。,以灰綠色、飽滿者為佳。,呈扁球狀五角星形，直徑1~3mm。外被宿存花被，表面灰綠色或淺棕色，周圍具膜質小翅5枚，北面中心有微突起的點狀果梗痕及放射狀脈紋~10條；剝離花被，可見膜質果皮，半透明。種子扁卵形，長約1mm，黑色。氣微，味微苦。
0173,Cluster Mallow Fruit,冬葵果,行水滑腸，通乳，清熱排膿。,甘，寒。,以顆粒飽滿、堅老者為佳。,乾燥果實呈扁球狀盤形，由10~12枚分果瓣組成，果梗細短。分果瓣類扁圓形，具環向細脈紋，表面黃白或黃棕色。種子呈圓形扁平之橘瓣狀，或微呈腎形，細小，直徑約1.5~2mm，較薄的一邊中央凹下，外表為棕黃色的包殼 (果皮)，具環形細皺紋，搓去皮殼後，種子呈棕褐色。質堅硬，破碎後微有香味。
0174,Whitefruit Amomim Fruit,豆蔻,化濕消痞，行氣溫中，開胃消食。用於濕濁中阻，不思飲食，濕溫初起，胸悶不饑，寒濕嘔逆，胸腹脹痛，食積不消。,辛，溫。,以個大、飽滿、質結實、氣味濃者為佳。,種子類球形或橢圓形，具較明顯的3鈍棱及3淺溝，長1.5~3cm，直徑1.5~3cm；表面灰棕色或黃棕色；中間有黃白色或淡棕色隔膜分成3室，每室有種子22~90 (~110) 顆，不易散開。種子葉卵圓狀多面體，長3~5mm，直徑2.5~3mm，背面稍隆起，較厚一端有圓窩狀種臍，合點位於較扁端的中央微凹處，腹面有一縱溝，淡褐色種脊沿著縱溝自種臍直達合點，沿合點再向背面也有一縱溝，溝的末端不達種臍。質硬，斷面乳白色。氣芳香，味辛、辣。
0175,Grand Torreya,榧子,殺蟲，消積，潤燥。治蟲積腹痛，小兒疳積，燥咳，便秘，痔瘡。,甘，平。,以個大、殼薄、種仁黃白色、不泛油、不破碎者為佳。,乾燥的種子呈卵圓形，長2~4cm，表面灰黃色或淡黃棕色，有縱皺紋，一端鈍圓，有一橢圓形的疤痕，色較淡，在其兩側各有一個小突起，另一端稍尖，外殼質硬脆，破開後內面紅棕色，有麻紋。種仁卵圓形，皺而堅實，表面有灰棕色皺縮的薄膜，內胚乳白色或黃白色，有油性。氣微香，味微甜。
0176,Finger Citron Fruit,佛手,舒肝理氣，和胃止痛。用於肝胃氣滯，胸脅脹痛，胃脘痞滿，食少嘔吐。,辛、苦、酸，溫。,以片大而薄、黃皮白肉 (廣佛手) 或綠皮白肉 (川佛手) 、氣香甜者為佳。,該品為類橢圓形或卵圓形的薄片，常皺縮或捲曲。長6~10cm，寬3~7cm，厚0.2~0.4cm。頂端稍寬，常有3~5個手指狀的裂瓣，基部略窄，有的可見果梗痕。外皮黃綠色或橙黃色，有皺紋及油點。果肉淺黃白色，散有凹凸不平的線狀或點狀維管束。質硬而脆，受潮後柔韌。氣香，味微甜後苦。
0177,Mongolian Snakegourd Fruit,瓜蔞,潤肺，化痰，散結，潤腸。治痰熱咳嗽，胸痹，結胸，肺痿咳血，消渴，黃疸，便秘，癰腫初起。,甘、苦，寒。,以顆粒飽滿、淡黃白色、整齊不碎、不出油、無核殼者為佳。,果實呈卵狀扁平橢圓形，長11~16mm，寬6~12mm，厚2~3.5mm。表面淺棕色至棕褐色，平滑，邊緣有一圈溝紋，頂端尖有種臍，基部鈍圓或較狹。種皮堅硬，剖開後可見內種皮膜質，色灰白至灰綠色，含兩片黃白色子葉，富油性。瓜蔞子內種皮白色，外種皮棕褐色，子夜2。
0178,Foxtail Millet Sprout,穀芽,消食化積；健脾開胃。用於食積停滯；脹滿泄瀉；脾虛少食；腳氣浮腫。,甘，溫。,以個大、充實、胚芽完整、淡黃色者為佳。,果實呈稍扁的長橢圓形，頂部略尖，基部鈍圓。長6~9mm，寬約3mm。外種堅硬，表面黃色，具短細毛，有脈5條。基部有白色線形的漿片2枚，長約2mm，淡黃色，膜質，由一側的漿片內伸出淡黃色彎曲的初生細鬚根，一側有芽。內釋薄膜狀，光滑，黃白色，內藏果實，質堅，斷面白色，有粉性。氣無，味微甜。
