herb_id,engName,chiName,effect,taste,quality,shape
0179,Common Carpesium Fruit,鶴虱,殺蟲，清熱解毒，健脾和胃。治蟲積腹痛，陰道滴蟲。,苦、辛，平，有小毒。,以身均勻飽滿、嚼之有顆粒性、表面有光澤者為佳。,呈圓柱狀，細小，長3~4mm，直徑不及1mm。表面黃褐色或暗褐色，具多數縱棱。一端收縮呈細喙葉，先端擴展成灰白色圓環；另端稍尖，有著生痕跡。果皮薄，纖維性，種皮菲薄透明，子葉2，類白色，稍有油性。氣特異，味微苦。
0180,Medicine Terminalia,訶子,斂肺；澀腸；下氣；利咽，清涼解毒。主治久瀉；久痢；脫肛；喘咳痰嗽；久咳失音。,苦、酸、澀，平。,以棕黃色、個大、微皺而有光澤者為佳。,果實呈卵形或橢圓形，長2.4cm，直徑2~2.5cm。表面棕褐色，略具光澤，有5~6條縱菱形及不規則的皺紋，在縱棱線之間有1~2條明顯或不明顯的縱凸起，可見細密橫向紋理，基部有圓形果柄痕。質堅實，剖開後，果肉厚2~4mm，黃棕色或黃褐色。果核長l.5~2.5cm，淺黃色，粗糙，堅硬、種子一粒，狹長紡錘形，長約1cm，直徑2~4mm，膜質種皮黃棕色，子葉2，白色，相互重疊卷旋。無臭，味酸澀而後甜。
0181,Galanga Galangal Fruit,紅豆蔻,溫中燥濕；燥濕散寒，醒脾消食。用於脘腹冷痛、食積脹滿、嘔吐泄瀉、飲酒過多。用於脘腹冷痛；食積腹脹，嘔吐泄瀉；噎膈反胃 。,辛，溫。,以粒大、飽滿、氣味濃者為佳。,果實長圓形，中部稍收縮，長0.7~1.5cm，直徑0.4~1cm，表面紅棕色或淡紅棕色，光滑或皺縮，先端有突出的花被殘基，基部有果柄痕；果皮薄；易碎。種子呈三角狀多面體，分3室，每室有種子2粒；種子呈不規則狀四面體，長4~6mm，直徑3~6mm，表面暗棕色或褐棕色，微有光澤，具不規則皺紋，外被淡黃色或灰黃色假種皮，背面有凹陷種臍，合點位於腹面，種脊成一淺縱溝。氣芳香而濃，味辛、辣。
0182,Bunge Pricklyath Pericarp,花椒,溫中止痛、殺蟲止癢的功能。生花椒有小毒，辛溫之性甚強，外用殺蟲止癢作用佳。用於疥瘡、濕疹或皮膚瘙癢。,辛，溫，有小毒。,以紫紅色、粒大、油性足、香氣濃者為佳。,蓇葖果多單生，直徑4~5mm。略呈球狀，裂開為兩瓣。外表面紫紅色或棕紅色，散有多數疣狀突起的油點，直徑0.5~1mm，對光觀察半透明；內表面淡黃色。香氣濃，味麻辣而持久。
0183,Tomentose Pummelo Peel,化橘紅,散寒，燥濕，利氣，消痰。用於風寒咳嗽、喉癢痰多、食積傷酒、嘔惡痞悶。,辛、苦，溫。,以個大、皮淨、色白、質堅實、粉性足者為佳。,藥材呈對折的七角或展開的五角星狀，單片呈柳葉形。完整者展開後直徑15~28cm，厚0.2~0.5cm。外表面黃綠色至黃棕色，有皺紋及小油室；內表面黃白色或淡黃棕色，有脈絡紋。質脆，易折斷。氣芳香，味苦、微辛。
0184,Black Pepper Fruit,胡椒,健胃進食，溫中散寒，止痛，脾胃虛寒，嘔吐，腹瀉。,辛，熱。,白胡椒以粒大、個圓、堅實、色白、氣味強烈者為佳。,白胡椒：由移除果皮的種子製成的。果核近圓球形，直徑3~6mm。最外為內果皮，表面灰白色，平滑，先端與基部間有多數淺色線狀脈紋。
0185,Common Fenugreek Seed,胡蘆巴,補腎陽，祛寒濕。治寒疝，腹脅脹滿，寒濕腳氣，腎虛腰酸，陽痿。,苦，溫。,以粒大、飽滿者為佳。,種子略呈斜方形或菱形，長3~5mm，寬2~3mm，厚約2mm。表面黃棕色或紅棕色，微有灰色短毛，兩側各有一深斜溝，兩溝相接處為種臍。質堅硬。氣香，味微苦。
0186,Indian Mustard Seed,芥子,溫肺豁痰利氣，散結通絡止痛。用於寒痰喘咳，胸脅脹痛，痰滯經絡，關節麻木、疼痛，痰濕流注，陰疽腫毒。,辛，溫。,以子粒飽滿、大小均勻、黃色或紅棕色者為佳。,黃芥子：較小，直徑1~2mm。表面黃色至棕黃色，少數呈暗紅棕色。研碎後加水浸濕，則產生辛烈的特異臭氣。
0187,Tuber Onion Seed,韭菜子,溫補肝腎，壯陽固精，暖腰膝。用於陽痿遺精，腰膝酸痛，遺尿尿頻，白濁帶下。,辛、甘，溫。,以色黑、子粒飽滿、無雜質者為佳。,成熟種子呈扁卵形或半卵形，長2~4mm，寬1.5~3mm，表面呈黑色，一面突起，粗糙，有細密網狀皺紋，另一面微凹，皺紋不顯。頂端鈍，基部略尖，可見一點狀突起的種臍。質硬，氣特異，味微辛。
0188,Sickle Senna Seed,決明子,清熱明目，潤腸通便。用於目赤澀痛，羞明多淚，頭痛眩暈，目暗不明，大便秘結。歸肝、腎、大腸經。有減肥之功效。治風熱赤眼，青盲，雀目，高血壓，肝炎，肝硬化腹水，習慣性便秘。,甘、苦、鹹，微寒。,以顆粒飽滿、色綠棕者為佳。,該品略呈四方形或短圓柱形，兩端近平行，稍傾斜，長3~7mm，寬2~4mm，綠棕色或暗棕色，平滑有光澤，背腹面各有1條突起的棱線，棱線兩側各有1條淡黃色的線形凹紋；質堅硬，不易破碎。橫切面可見薄的種皮和2片3形折曲的黃色子葉。氣微，味微苦。
0189,Garden Radish Seed,萊菔子,消食除脹，降氣化痰。用於飲食停滯、脘腹脹痛、大便秘結、積滯瀉痢、痰壅喘咳。,辛、甘，平。,以飽滿粒大、堅實、紅棕色者為佳。,種子類卵圓形或橢圓形，稍扁，長2.5~4mm，寬2~3mm。表面黃棕色、紅棕色或灰棕色，一端有深棕色圓形種臍，一側有數條縱溝。種皮薄而脆，子葉2，黃白色，有油性。味淡、微苦、辛。
0190,Weeping Forsythia Fruit,連翹,清熱解毒，消腫散結，疏散風熱，有“瘡家聖藥”之稱。治溫熱，丹毒，斑疹，癰瘍腫毒，瘰鬁，小便淋閉，清心火。,苦、微寒。,青翹以色綠、不開裂者為佳。,青翹：呈狹卵形至卵形，兩端狹尖，多不開裂。表面青綠色，綠褐色，有兩條縱溝和凸起小斑點，內有縱隔。質堅硬。氣芳香，味苦。間有殘留果柄。
0191,Dried Longan Pulp,龍眼肉,補益心脾，養血安神。用於氣血不足、心悸怔忡、健忘失眠、血虛萎黃。,甘，溫。,以片大、肉厚、質細軟、棕黃色者為佳。,為縱向破裂的不規則薄片，常數片粘結。長約1.5cm，寬2~4cm，厚約0.1cm。棕褐色，半透明，外表面皺縮不平，內面光亮而有細縱皺紋。質柔潤。氣微香，味甜。
0192,Beautiful Sweetgum Fruit,路路通,祛風活絡，利水通經。用於關節痹痛，麻木拘攣，水腫脹滿，乳少經閉。,苦，平。,以個大、黃色、無果梗者為佳。,本品為聚花果，由多數小蒴果集合而成，呈球形，直徑2~3cm。基部有總果梗 。表面灰棕色或棕褐色，有多數尖刺及喙狀小鈍刺，長0.5~1mm，常折斷，小蒴果頂部開裂，呈蜂窩狀小孔。體輕，質硬，不易破開。氣微，味淡。
0193,Barley Sprout,麥芽,行氣消食，健脾開胃，退乳消脹。用於食積不消，脘腹脹痛，脾虛食少，乳汗鬱積，乳房脹痛，婦女斷乳，生麥芽健脾和胃通乳。用於脾虛食少，乳汗鬱積。,甘，平。,以淡黃色、胚芽完整者為佳。,本品呈梭形，長8~12mm，直徑3~4mm。表面淡黃色，背面為外稃包圍，具5脈，先端長芒已斷落；腹面為內稃包圍。除去內外稃後，腹面有1條縱溝；基部胚根處生出幼芽及鬚根，幼芽長披針狀條形，長約0.5cm。鬚根數條，纖細而彎曲。質硬，斷面白色，粉性。無臭，味微甘。
0194,Sinplelaef Shrub Chastetree Fruit,蔓荊子,疏散風熱，清利頭目。用於風熱感冒頭痛，齒齦腫痛，目赤多淚，目暗不明，頭暈目眩。,辛、苦，微寒。,以粒大飽滿、氣味濃者為佳。,本品呈球形，直徑4~6mm。表面灰黑色或黑褐色，被灰白色粉霜狀茸毛，有縱向淺溝4條，頂端微凹，基部有灰白色宿萼及短果梗。萼長為果實的1/3~2/3，5齒裂，其中 2裂較深，密被茸毛。體輕，質堅韌，不易破碎。橫切面可見4室，每室有種子1枚。氣特異而芳香，味淡、微辛。
0195,Common Floweringquine Fruit,木瓜,平肝舒筋，和胃化濕。用於濕痹拘攣，腰膝關節酸重疼痛，吐瀉轉筋，腳氣水腫。,酸，溫。,以外皮皺縮、肉厚、堅實、內外紫紅色味酸者為佳。,本品為為長圓形，多縱剖為兩半。外表面紫紅色或者紅褐色，有不規則的深皺紋。剖面邊緣向內捲曲，果肉紅棕色，中心部分向下凹陷，為棕黃色。種子為扁長的三角形。飲片為條狀。
0196,Orange Magnoliavine Fruit,南五味子,收斂固澀，益氣生津，補腎寧心。用於久嗽虛喘，夢遺滑精，遺尿尿頻，久瀉不止，自汗，盜汗，津傷口渴，短氣脈虛，內熱消渴，心悸失眠。,酸、甘，溫。,以粒大、肉厚、柔潤、果皮紫紅者為佳。,本品呈球形或扁球形，直徑4~6mm。表面棕紅色至暗棕色，乾癟，皺縮，果肉常緊貼種子上。種子1~2枚，腎形，表面棕黃色，有光澤，種皮薄而脆。果肉氣微，味微酸。
0197,Caper Euphorbia Seed,千金子,逐水消腫，破血消症。用於水腫，痰飲，積滯脹滿，二便不通，血瘀經閉；外治頑癬，疣贅。,辛，溫，有毒。,以粒飽滿、種仁白色、油性足者為佳。,種子橢圓形或倒卵形，長約5mm，直徑約4mm。表面灰棕色或灰褐色，具不規則網狀皺紋，網孔凹陷處灰黑色，形成細斑點。一側有縱溝狀種脊，頂端為突起的合點，下端為線形種臍，基部有類白色突起的種阜或脫落後的痕跡。種皮薄脆，種仁白色或黃白色，富油質。氣微，味辛。
0198,Lobedleaf Pharbitis Seed,牽牛子,瀉水通便，消痰滌飲，殺蟲攻積。用於水腫脹滿，二便不通，痰飲積聚，氣逆喘咳，蟲積腹痛，蛔蟲、絛蟲病。,苦，寒，有毒。,以顆粒飽滿者為佳。,牽牛子呈三棱形，形似橘瓣狀。表面灰黑色 (黑牽牛子) 或淡黃白色 (白牽牛子) 。種皮堅韌，背面有一縱溝。味辛苦，有麻舌感。
0199,White Canarytree Fruit,青果,清熱，利咽，生津，解毒。用於咽喉腫痛、咳嗽、煩渴、魚蟹中毒等。,甘、酸，平。,乾青果以個大肉厚、色灰綠、無烏黑斑者為佳。,乾青果；外形同上，外表棕褐色或紫棕色，皺縮，有多數凹凸不平的皺紋。果肉較薄，棕褐色或灰色，質堅韌，可與果核分離，內核性狀與鮮者無異。味甜，酸澀味較差。
0200,Immature Tangerine Fruit,青皮,疏肝破氣、消積化滯。用於胸肋脘脹痛，乳癰、疝痛，食積氣滯。,苦、辛，溫。,個青皮以個勻、外皮黑綠色、質硬、體重、肉厚、瓤小、香氣濃者為佳。,個青皮：呈類球形，直徑0.5~2cm。表面灰綠色或黑綠色，微粗糙，有細密凹下的油室，頂端有稍突起的柱基，基部有圓形果梗痕。質硬，斷面果皮黃白色或淡黃棕色，厚0.1~0.2cm，外緣有油室1~2列。瓤囊8~10 瓣，淡棕色。氣清香，味酸、苦、辛。
0201,Nutmeg,肉豆蔻,溫中澀腸；行氣消食。用於虛瀉；冷痢；脘腹脹痛；食少嘔吐；宿食不消。,辛、苦，溫。,以個大、表面具紫褐色光澤、仁飽滿、色白者為佳。,該品呈卵圓形或橢圓形，長2~3cm，直徑1.5~2.5cm。表面灰棕色或灰黃色，有時外被白粉 (石灰粉末) 。全體有淺色縱行溝紋及不規則網狀溝紋。種臍位於寬端，呈淺色圓形突起，合點呈暗凹陷。種脊呈縱溝狀，連接兩端。質堅，斷面顯棕黃色相雜的大理石花紋，寬端可見乾燥皺縮的胚，富油性。氣香濃烈，味辛。
0202,Mullberry Fruit,桑椹,補血滋陰，生津潤燥。用於眩暈耳鳴，心悸失眠，鬚髮早白，津傷口渴，內熱消渴，血虛便秘。補肝，益腎，熄風，滋液。治肝腎陰虧，消渴，便秘，目暗，耳鳴，瘰鬁，關節不利。,甘、酸，寒。,以個大、肉厚、色紫紅、糖分足者為佳。,該品為聚花果，由多數小核果集合而成，呈長圓形，長1~2cm，直徑0.5~0.8cm。黃棕色、棕紅色至暗紫色，(比較少見的顏色成熟後呈乳白色)，有短果序梗。小核果卵圓形，稍扁，長約2mm，寬約1mm，外具肉質花被片4 枚。氣微，味微酸而甜。
0203,Chinese Hawthorn Fruit,山楂,開胃消食、化滯消積、活血散瘀、化痰行氣。用於肉食滯積、症瘕積聚、腹脹痞滿、瘀阻腹痛、痰飲、泄瀉、腸風下血等。,甘、酸，微溫。,以果大、肉厚、核少、皮紅者為佳。,果實較小，類球形，直徑0.8~1.4cm，有的壓成餅狀。表面棕色至棕紅色，並有細密皺紋，頂端凹陷，有花萼殘跡，基部有果梗或已脫落。
0204,Common Cnidium Fruit,蛇床子,解毒殺蟲 燥濕 祛風。用於；外治外陰濕疹，婦人陰癢 滴蟲性陰道炎 濕疹疥癬 ；寒濕帶下 ； 濕痹腰痛 ；腎虛陽痿； 宮冷不孕 。,辛、苦，溫，有小毒。,以灰黃色、顆粒飽滿、氣味濃者為佳。,雙懸果細小，呈橢圓形，長2~4mm，直徑約2mm。表面灰黃色或灰褐色，頂端有2枚向外彎曲的柱基，基部偶有細梗。懸果瓣的背面有薄而突起的縱棱5條，接合面平坦，有2條棕色略突起的縱棱線。果皮鬆脆；種子細小，灰棕色，顯油性。氣香，味辛涼，有麻舌感。
0205,Prince's Feather Fruit,水紅花子,散血消癥，消積止痛。用於症瘕痞塊，瘿瘤，食積不消，胃脘脹痛，水腫腹水。,鹹，微寒。,以飽滿充實，色紅黑者為佳。,呈扁圓形，直徑2~3mm，厚1~1.5mm。表面棕黑色，或紅棕色，有光澤，兩側面微凹入，其中央呈微隆起的線狀，先端有刺狀突起的柱基，基部有淺棕色略突起的果柄痕，有時殘留膜質花被。果皮厚而堅硬。種子扁圓形，種皮淺棕色膜質；胚乳粉質，類白色，胚細小彎曲，略成環狀。氣微弱，味淡。
0206,"Loofah, Towel Gourd Vegetable Sponge",絲瓜絡,通絡，活血，祛風。用於痹痛拘攣、胸脅脹痛、乳汁不通。,甘，平。,以個大長條、去除外皮、網狀維管束黃白色者為佳。,藥材為絲狀維管束交織而成，多呈長棱形或長圓筒形，略彎曲，長30~70cm，直徑7~10cm。表面淡黃白色。體輕，質韌，有彈性，不能折斷。橫切面可見子房3室，呈空洞狀。氣微，味淡。
0207,Peach Seed,桃仁,活血祛瘀，潤腸通便，止咳平喘。用於經閉，痛經，癓瘕痞塊，跌撲損傷，腸燥便秘。,苦、甘，平。,以顆粒均勻、紅棕色、飽滿者為佳。,種子扁卵形或橢圓形，一端尖，另端鈍圓而偏斜，邊緣較薄，長1.2~2cm，寬1~1.2cm，厚3~5mm。表面黃棕色或紅棕色，有縱脈紋及密佈細粒狀突起，近尖端側邊有長4~6mm的線形種臍。種皮薄，子葉兩片肥大，黃白色，富油質。味微苦。
0208,Pepperweed Seed,葶藶子,瀉肺降氣；祛痰平喘；利水消腫；泄逐邪。主治痰涎壅肺之喘咳痰多；肺癰；水腫；胸腹積水；小便不利；慢性肺源性心臟病；心力衰竭之喘腫；瘰鬁結核。,辛、苦，大寒。,以子粒充實、均勻、紅棕色者為佳。,北葶藶子：種子扁卵形，長1~1.5-mm，寬0.5~1mm。表面黃棕色或紅棕色，微有光澤，具多數細微顆粒狀突起，並可見2條縱列的淺槽，其中一條較明顯，一端鈍圓，另端漸尖而微凹，種臍位於凹下處，但不明顯。無臭，味微苦辛，粘性較強。
0209,Chinese Dodder Seed,菟絲子,補腎益精、養肝明目、固胎止泄。,甘，溫。,以粒飽滿者為佳。,菟絲子種子類圓形，腹棱線明顯，兩側常凹陷，長徑1.4~1.6mm，短徑0.9~1.1mm。表面灰棕色或黃棕色，因具有細密突起的小點兒微粗糙，種皮堅硬，不易破碎，除去種皮可中央為卷旋3周的胚，胚乳膜質套狀，位於胚周圍，氣微，味微苦、澀。
0210,Cowherb Seed,王不留行,活血通經，消腫止痛，催生下乳的功能。主治月經不調，乳汁缺乏，難產，癰腫疔毒等症，是臨床常用下乳的重要藥。,苦，平。,以粒飽滿、黑色者為佳。,該品呈球形，直徑約2mm。表面黑色，少數紅棕色，略有光澤，有細密顆粒 狀突起，另有一淺色圓點狀腫臍及一凹陷的縱向淺溝。質堅硬，斷面灰白色，角質樣。無臭，味微澀苦。
0211,Chinese Magnoliavine Fruit,五味子,收斂固澀，益氣生津，補腎寧心。用於久嗽虛喘，夢遺滑精，遺尿尿頻，久瀉不止，自汗，盜汗，津傷口渴，短氣脈虛，內熱消渴，心悸失眠。,酸、甘，溫。,以紫紅色、粒大、肉厚、有油性及光澤者為佳。,乾燥果實略呈球形或扁球形，直徑5~8mm。外皮鮮紅色，紫紅色或暗紅色。顯油潤，有不整齊的皺縮。果肉柔軟，常數個粘連一起；內含種子1~2枚，腎形，棕黃色，有光澤，堅硬，種仁白色。果肉氣微弱而特殊，味酸。種子破碎後有香氣，味辛而苦。
0212,Medicinal Evodia Immature Fruit,吳茱萸,散寒止痛、降逆止嘔。用於治療肝胃虛寒、陰濁上逆所致的頭痛或胃脘疼痛等症。,辛、苦，熱，有小毒。,以綠色、粒小、飽滿堅實、香氣濃者為佳。,果實呈五角狀扁球形，直徑2~5mm。表面暗黃綠色至褐色，粗糙，有點狀突起或凹下的油點。頂端有五角星狀的裂隙，基部殘留被有黃色茸毛的果梗。質硬而脆。氣芳香濃郁，味辛辣而苦。
0213,Coralhead Plant Seed,相思子,清熱解毒，湧吐，殺蟲。外用治癬疥，癰瘡，濕疹。,辛、苦、平，有小毒。,以個大、紅頭、黑底、色豔、粒圓、飽滿者為佳。,乾燥種子呈橢圓形，少數近於球形，長徑5~7mm，短徑4~5mm，表面紅色，種臍白色橢圓形，位於腹面的一端，在其周圍呈烏黑色，約占種皮表面的1/4~1/3，種脊位於種臍一端，呈微凸的直線狀。種皮堅硬，不易破碎，內有2片子葉和胚根，均為淡黃色。氣青草樣，味澀。
0214,Medical Citron Fruit,香櫞,疏肝理氣，寬中化痰。用於胸腹滿悶；脅肋脹痛；咳嗽痰多。,辛、苦、酸，溫。,以片色黃、香氣濃者為佳。,果為圓形或長圓形片，直徑4~10cm，厚0.2~0.5cm。橫切片外果皮黃色或黃綠色，邊緣呈波狀，散有凹人的油點；中果皮厚1~3cm，黃白色，有不規則的網狀突起的維管束；瓤囊10~17室。縱切片中心柱較粗壯。質柔韌。氣清香味微甜而苦辛。
0215,Fennel Fruit,小茴香,開胃進食，理氣散寒，有助陽道。主治：中焦有寒，食欲減退，噁心嘔吐，腹部冷痛；疝氣疼痛，睾丸腫痛；脾胃氣滯，脘腹脹滿作痛。,辛，溫。,以粒大飽滿、黃綠色、香氣濃者為佳。,果實為雙懸果，呈圓柱形，有的稍彎曲，兩端略尖，長4~8mm，直徑1.5~2.5mm。表面黃綠或淡黃色，頂端殘留有黃棕色突起的柱基，基部有時有細小的果梗。分果呈長橢圓形，背面有縱棱5條，接合面平坦而較寬。橫切面略呈5邊形，背面的4邊約等長。有特異茴香氣，味微甜、辛。
0216,Ansu Apricot Seed,苦杏仁,降氣止咳平喘，潤腸通便。用於咳嗽氣喘，胸滿痰多，血虛津枯，腸燥便秘。,苦杏仁味苦，微溫。甜杏仁味甘、性平。,甜杏仁以顆粒均勻而大、飽滿肥厚、不發油者為佳。,甜杏仁：乾燥種子，呈扁心臟形，長1.6~2.1cm，寬1.2~1.6cm，頂端尖，基部圓，左右對稱，種脊明顯，種皮較苦杏仁為厚，淡黃棕色，自合點處分散出許多深棕色脈紋，形成縱向凹紋。斷面白色。子葉接合面常見空隙。氣微，味微甜。
0217,Java Brucea Fruit,鴉膽子,清熱解毒，止痢，截瘧，腐蝕贅疣。用於痢疾、瘧疾；外治贅疣、雞眼。,苦，寒，有小毒。,以粒大、飽滿、種仁白色、油性足者為佳。,核果卵形或橢圓形，略扁，長0.6~1cm，直徑4~7mm，表面黑色，有隆起網狀皺紋，頂端有鳥嘴狀短尖的花柱殘基，腹背兩側有較明顯的棱線，基部鈍圓，有凹點狀果柄痕，果肉易剝落；果核堅硬，破開後內面灰棕色平滑，內含種子1顆。種子卵形，長4~7mm，直徑3~5mm，表面乳白色或黃白色，有稍隆起的網紋，頂端短尖呈鳥嘴狀，其下有長圓形種臍，近基部有棕色圓形合點，種臍與合點間有稍隆起的種脊；種皮薄，胚乳和胚富油性。氣微特異，味極苦。
0218,Opium Poppy Peel,罌粟殼,斂肺、澀腸、止痛。用於久咳、久瀉，脫肛，脘腹疼痛。,酸、澀，平，有毒。,以完整、豐滿者為佳。,呈橢圓形或瓶狀卵形，多已破碎成片狀，直徑1.5~5cm，長3~7cm外表面黃白色、淺棕色至淡紫色，平滑，略有光澤，有縱向或橫向的割痕。頂端有 6~14條放射狀排列呈圓盤狀的殘留柱頭；基部有短柄。體輕，質脆。內表面淡黃色，微有光澤。有縱向排列的假隔膜，棕黃色，上面密佈略突起的棕褐色小點。氣微清香，味微苦。
0219,Ma - yuen Jobstears Seed,薏苡仁,健脾滲濕，除痹止瀉。薏米可用於治療水腫、腳氣、小便不利、濕痹拘攣、脾虛泄瀉。,甘、淡，微寒。,以粒大充實、色白、無皮碎者為佳。,種仁寬卵形或長橢圓形，長4~8mm，寬3~6mm。表面乳白色，光滑，偶有殘存的黃褐色種皮。一端鈍圓，另端較寬而微凹，有1淡棕色點狀種臍。背面圓凸，腹面有1條羅寬而深的縱溝。質堅實，斷面白色粉性。氣微，味微甜。以粒大充實、色白、無皮碎者為佳。
0220,Emblic Leafflower Fruit,余甘子,清熱涼血，消食健胃，生津止咳。用於血熱血瘀，消化不良，腹脹，咳嗽，喉痛，口乾。,甘、酸、澀，微寒。,以飽滿、乾燥、無果柄者為佳。,呈球形或扁球形，直徑1.2~2cm。表面棕褐色至墨綠色，有淺黃色顆粒狀突起，具皺紋及不明顯的6棱，果梗約1mm。外果皮厚1~4mm，質硬而脆。內果皮黃白色，硬核樣，表面略具6棱，背縫線的偏上部有數條筋脈紋，乾後可裂成6瓣。種子6，近三棱形，棕色。氣微，味酸澀，回味甜。
0221,Dwarf Flowering Cherry Seed,郁李仁,潤燥滑腸，下氣，利水。用於津枯腸燥、食積氣滯、腹脹便秘、水腫、腳氣、小便不利。,辛、苦、甘，平。,以顆粒飽滿、完整、淺黃白色、不泛油者為佳。,長柄扁桃：種子卵形，長6~10mm，直徑5~7mm。表面黃白色淺棕色，一端尖，另端鈍圓。尖端一側有線形種臍，圓端中央有深色合點，自合點處向上具多條縱向維管束脈紋。種皮薄，子葉乳白色，富油性。味微苦。
0222,Submature Bitter Orange,枳殼,理氣寬中，行滯消脹。,辛、苦、酸，溫。,以外果皮色綠褐、果肉厚、質堅硬、香氣濃者為佳。,果實呈半球形，直徑3~5.5cm。外皮綠褐色或棕褐色，略粗糙，散有眾多小油點，中央有明顯的花柱基痕或圓形果柄痕。切面中果皮厚0.6~1.2cm，黃白色較光滑，略向外翻，有維管束散佈，邊緣有棕黃色油點l~2列。質堅硬，不易折斷，瓤囊7~12瓣，少數至15瓣，囊內汁胞幹縮，棕黃色或暗棕色，質軟，內藏種子。中軸堅實，寬5~9mm，黃白色，有一圈斷續環列的維管束點。氣香，味苦、微酸。
0223,Immature Bitter Orange,枳實,破氣消積，化痰散痞。用於積滯內停；痞滿脹痛；大便秘結；瀉痢後重；結胸；胃下垂；子宮脫垂；脫肛。,苦、辛、酸，溫。,以皮青黑、果肉厚色白、囊小、堅實者為佳。,該品呈半球形，少數為球形，直徑0.5~2.5cm。外果皮黑綠色或暗棕綠色，具顆粒狀突起和皺紋，有明顯的花柱殘跡或果梗痕。切面中果皮略隆起，黃白色或黃褐色，厚0.3~1.2cm，邊緣有1~2列油室，瓤囊棕褐色。質堅硬。氣清香，味苦、微酸。
0224,Common Gardenia Fruit,梔子,瀉火除煩；清熱利濕；涼血解毒主治熱病心煩；肝火目赤；頭痛；濕熱黃疸；淋證；血痢尿血；口舌生瘡；瘡瘍腫毒；扭傷腫痛。,苦，寒。,以皮薄、飽滿、色紅黃者為佳。,果實倒卵形、橢圓形或長橢圓形，長1.4~3.5cm，直徑0.8~1.8cm。表面紅棕色或紅黃色，微有光澤，有翅狀縱棱6~8條，每二翅棱間有縱脈1條，先端有暗黃綠色殘存宿萼，先端有6~8條長形裂片，裂片長1~2.5cm，寬2~3mm，多碎斷，果實基部收縮成果柄狀，末端有圓形果柄痕。果皮薄而脆，內表面鮮黃色或紅黃色。有光澤，具隆起的假隔膜2~3條。折斷面鮮黃色，種子多數，扁橢圓形或扁矩圓形，聚成球狀團塊，棕紅色，表面有細而密的凹入小點；胚乳角質；胚長形，具心形子葉2片。氣微，味微酸苦。
0225,Abnorma Chinese Honeylocust Fruit,豬牙皂,通竅，滌痰，搜風，殺蟲。治中風口噤，頭風，風痼，喉痹，痰喘，痞滿積滯，關格不通，癰腫，疥癩，癬疾，頭瘡。,辛、咸，溫，有小毒。,以個小飽滿、色紫黑、有光澤、無果柄、質堅硬、肉多而粘、斷面淡綠色者為佳。,乾燥莢果呈圓柱形，略扁，彎曲作鐮形，長5~10cm，寬5~12mm。表面紫棕色或紫黑色，被灰白色粉霜，擦去後有光澤，並有細小的疣狀突起及線狀裂紋，腹縫線突起呈棱脊狀，背縫線突起不顯著而有棕黃色縱紋。先端有喙狀的花柱殘基，基部有果柄殘痕。質硬而脆，易折斷，斷面外層棕黃色，中間黃白色，中心較軟，有淡綠或淡棕黃色的絲狀物與斜向網紋，縱向剖開可見排列整齊的凹窩，很少見種子。臭微，有刺激性，嗅其粉末則作噴嚏，味先甜後辣。
