herb_id,engName,chiName,effect,taste,quality,shape
0226,Cultivated Puple Perilla Fruit,紫蘇子,降氣消痰，平喘，潤腸。用於痰壅氣逆，咳嗽氣喘，腸燥便秘。解表散寒，行氣和胃。用於風寒感冒，咳嗽氣喘，妊娠嘔吐，胎動不安。又可解魚蟹中毒。,辛，溫。,以均勻飽滿、色灰褐、油性足者為佳。,該品呈卵圓形或類球形，直徑約1.5mm。表面灰棕色或灰褐色，有微隆起的暗紫色網紋，基部稍尖，有灰白色點狀果梗痕。果皮薄而脆，易壓碎。種子黃白色，種皮膜質，子葉2，類白色，有油性。壓碎有香氣，味微辛。
0227,Babury Wolfberry Fruit,枸杞子,滋補肝腎，益精明目。,甘，平。,以粒大，色澤鮮亮者為佳。,呈類紡錘形或橢圓形，表面紅色或暗紅色，項端有小突起狀的花柱痕，基部有白色的果梗痕。果皮柔韌，皺縮；果肉肉質，柔潤。種子20~50粒，類腎形。扁而翹，表面淺黃色或棕黃色。氣微，味甜。
0228,Walnut Meat,核桃仁,補腎，溫肺，潤腸。用於腎陽不足，腰膝酸軟，陽痿遺精，虛寒喘嗽，腸燥便秘。,甘，溫。,以色黃、個大、飽滿、油多者為佳。,多破碎，為不規則的塊狀，有皺曲的溝槽，大小不一；完整者類球形。種皮淡黃色或黃褐色，膜狀，維管柬脈紋深棕色，子葉類白色。質脆富油性。氣微，味甘；種皮味澀、微苦。
0229,Japanese Pagodatree Fruit,槐角,清熱瀉火、涼血止血功能。用於腸熱便血，痔腫出血，肝熱頭痛，眩暈目赤。,苦，寒。,以肥大，角長，黃綠色，充實飽滿、整齊、身乾、無雜為佳。,連珠狀。表面黃綠色或黃棕色，皺縮而粗糙，背縫線一側呈黃色。質柔潤、乾燥，易在收縮處折斷，斷面黃綠色，有粘性。種子1-6粒，腎形，表面光滑，棕黑色，一側有灰白色圓形種臍；質堅硬，子葉2，黃綠色。果肉氣微，味苦，種子嚼之有豆腥氣。
0230,Puncturevine Caltrap Fruit,蒺藜,平肝解鬱，活血祛風，明目，止癢。用於頭痛眩暈，胸脅脹痛，乳閉乳癰，目赤翳障，風疹瘙癢。,辛、苦，微溫；有小毒。,以飽滿堅實、背面色淡黃綠者為佳。,性狀完整的果實由5個分果瓣組成，放射狀排列呈五棱狀球形，小分果斧狀或橘瓣狀，黃白色或淡黃綠色，背面弓形隆起，中間有縱棱及多數疙瘩狀小短刺；上部兩側各有一粗硬刺，成八字形分開，基部的兩個粗硬刺稍短，亦呈八字形分開，兩側面較薄，有網狀花紋或數條斜向棱線。果皮木質，極堅硬。分果l室，靠腹面生有3~4粒種子，種子長卵圓形稍扁，有油性。
0231,Lohanguo Siraitia Fruit,羅漢果,清熱潤肺，利咽開音，潤腸通便。用於肺熱操咳，咽痛失音，腸燥便秘。,甘，涼。,以中部最大圍徑劃分等級，特大果 (圍徑18cm以上) ；大果 (圍徑17.4~18cm) ；中果 (16.5~17.4cm) ；小果 (14.1cm~15.5cm)，等級越高者越佳。,卵形、橢圓形或球形。表面褐色、黃褐色或綠褐色、有深色斑塊和黃色柔毛，有的具6~11條縱紋。頂端有花柱殘痕。基部有果梗痕。體輕，質脆，果皮薄、易破。果瓤 (中、內果皮) 海綿狀，淺棕色。種子扁圓形，多數、淺紅色至棕紅色，兩面中間微四陷。四周有放射狀溝紋，邊緣有槽。氣微，味甜。
0232,Gordon Euryale Seed,芡實,益腎固精，補脾止渭，除濕止帶。用於遺精滑精，遺尿尿頻，脾虛久瀉，自濁，帶下。,甘、澀。平。,以顆粒飽滿均勻、粉性足、無碎末及皮殼者為佳。,類球形，多為破粒。表面有棕紅色內種皮，一端黃自色，約占全體1/3、有凹點狀的種臍痕，除去內種皮顯白色。質較硬，斷面白色，粉性。氣微，味淡。
0233,Feather Cockscomb Seed,青葙子,清肝瀉火，明目退韾。用於肝熱口赤，目生韾膜，視物昏花，肝火眩暈。,苦，微寒。,以粒大，色澤黑亮者為佳。,本品呈扁圓形，少數呈圓形。表面黑色或紅黑色。光亮，中間微隆起，側邊微凹處有種臍，種皮簿而脆。氣微、味淡。
0234,Common Macrocarpium Fruit,山茱萸,補益肝腎，澀精固脫。用於眩暈耳鳴，腰膝酸痛，陽痿遺精，遺尿尿頻，崩漏帶下，大汗虛脫，內熱消渴。,酸、澀，微溫。,以皮肉厚，色鮮豔，味酸濃者佳。,本品呈不規則的片狀或囊狀。表面紫紅色至紫黑色，皺縮，有光澤。頂端有的有圓形宿萼痕，基部有果梗痕。質柔軟。氣微，味酸、澀、微苦。
0235,Spine Date Seed,酸棗仁,養心補肝，寧心安神，斂汗，生津。用於慮煩不眠，驚悸多夢，體虛多汗，津傷口渴。,甘，酸，平。,以粒大飽滿、外皮紫紅色、無核殼者為佳。,乾燥成熟的種子呈扁圓形或橢圓形，表面紫紅色或紫褐色，平滑有光澤，有的有裂紋。有的兩面均承圓隆狀突起，有的一面較平州。中間或有1條隆起的縱線紋；另一面稍突起。一端凹陷，可見線形種臍，另端有細小突起的合點。種皮較脆，乳白色。子葉2，淺黃色，富油性。 氣微弱，味淡。
0236,Cherokee Rose Fruit,金櫻子,固精縮尿，固崩止帶，澀腸止瀉。用於遺精滑精，遺尿尿頻，崩漏帶下，久瀉久痢。,酸、甘、澀，平。,以個大、色紅黃、有光澤、去淨毛刺者為佳。,本品為花托發育而成的假果。呈倒卵形，表面紅黃色或紅棕色，有突起的棕色小點，系毛刺脫落後的殘基。頂端有盤狀花萼殘基，中央有黃色柱基，下部漸尖。質硬。切開後，花托壁內有多數堅硬的小瘦果，內壁及瘦果均有淡黃色絨毛。氣微，味甘，微澀。
0237,Wild Carrot Fruit,南鶴虱,殺蟲消積。用於蛔蟲、蟯蟲 、絛蟲病，蟲積腹痛、小兒疳積。,苦、辛，平。,以果實個大、色棕黃、搓碎時有特異香氣者為佳。,本品為雙懸果，呈橢圓形，多裂為分果。表面淡綠棕色或棕黃色，頂端有花柱殘基，基部鈍圓，背面隆起，具4條窄翅狀次棱。翅上密生1列黃自色鉤刺，次棱間的四下處有不明顯的主棱，其上散生短柔毛，接合面平坦。有3條脈紋，上具柔毛。種仁類自色，有油性。體輕。搓碎時有特異香氣，味微辛、苦。
0238,Purging Croton Seed,巴豆,外用蝕瘡。用於惡瘡疥癬，疣痣。,辛，熱，有大毒。,以粒大、飽滿、種仁黃白色者為佳。,本品呈卵圓形，一般具三棱。表面灰黃色或稍深，粗糙，有縱線6條，頂端平截，基部有果梗痕。破開果殼，可見3室，每室含種子1粒。種子呈略扁的橢圓形，表面棕色或灰棕色，一端有小點狀的種臍和種阜的疤痕，另端有微凹的合點。其間有隆起的種脊；外種皮薄而脆，內種皮呈白色薄膜；種仁黃白色，油質。氣微，味辛辣。
0239,Sharpleaf Galangal Fruit,益智,溫脾止瀉，攝唾涎，暖腎，固精縮尿。用於脾寒泄瀉，腹中冷痛，口多唾涎，腎虛遺尿，小便頻數，遺精白濁。,辛，溫。,以個大、飽滿、氣味濃者為佳。,本品呈橢圓形，兩端略尖，長1.2~2cm，直徑1~1.3cm。表面棕色或灰棕色，有縱向凹凸不平的突起棱線13~20條，頂端有花被殘基，基部常殘存果梗。果皮薄而稍韌，與種子緊貼，種子集結成團，中有隔膜將種子團分為3瓣，每瓣有種子6~11粒。種子呈不規則的扁圓形，略有鈍棱，直徑約3mm，表面灰褐色或灰黃色，外被淡棕色膜質的假種皮；質硬，胚乳白色。有特異香氣，味辛，微苦。
0240,Smoked Plum,烏梅,斂肺，澀腸，生津，安蛔。用於肺虛久咳，久痢滑腸，虛熱消渴，蛔厥嘔吐腹痛，膽道蛔蟲症。,酸、澀，平。,以個大、肉厚、柔潤、味極酸者為佳。,本品呈類環形或扁球形，直徑1.5~3cm。表面烏黑色或棕黑色，皺縮不平，基部有圓形果梗痕。果核堅硬，橢圓形，棕黃色，表面有凹點；種子扁卵形，淡黃色。氣微，味極酸。
0241,Siberian Cocklebur Fruit,蒼耳子,散風寒，通鼻竅，祛風濕。用於風寒頭痛，鼻塞流涕，鼻鼽，鼻淵，風疹瘙癢，濕痹拘攣。,辛、苦，溫。,以粒大、飽滿、色黃棕者為佳。,本品呈紡錘形或卵圓形，表面黃棕色或黃綠色、全體有鉤刺，頂端有2枚較粗的刺，分離或相連，基部有果梗痕。質硬而韌，橫切面 中央有縱隔膜，2室，各有l枚瘦果。瘦果略呈紡錘形，一面較平坦，頂端其1突起的花柱基，果皮薄，灰黑色，具縱紋。種皮膜質，淺灰色，子葉2，有油性。氣微，味微苦。
0242,Szechwan Chinaberry Fruit,川楝子,舒肝行氣止痛，驅蟲。用於胸脅、脘腹脹痛，疝痛，蟲積腹痛。,苦，寒，有小毒。,以個大、飽滿、外皮金黃色、果肉黃白色者為佳。,果實類球形，直徑2~3cm。表面金黃色至棕黃色，微有光澤，具深棕色小點。頂端有花柱殘基，基部凹陷有果梗痕。外果皮革質，與果肉間常成空隙，果肉鬆軟，淡黃色，遇水潤濕顯粘性。果核球形或卵圓形，質堅硬，兩端平截，有6~8條縱棱，內分6~8室，每室含黑棕色長圓形的種子1粒。氣特異，味酸、苦。
0243,Palmleaf Raspberry Fruit,覆盆子,益腎，固精，縮尿。用於腎虛遺尿，小便頻數，陽痿早洩，遺精滑精。,甘、酸，溫。,以個大、飽滿、粒整、結實、色灰綠、無葉梗者為佳。,聚合果，由多數小核果聚合而成，呈圓錐形或扁圓錐形，高0.6~1.3cm，直徑0.5~1.2cm。表面黃綠色或淡棕色，頂端鈍圓，基部中心凹入。宿萼棕褐色，下有果梗痕。小果易剝落，每個小果呈半月形，背面密被灰白色茸毛，兩側有明顯的網紋，腹部有突起的棱線。體輕，質硬。氣微，味微酸澀。
0244,Hemp Fruit,火麻仁,潤腸通便。用於血虛津虧，腸燥便秘。,甘，平。,以粒大、種仁飽滿者為佳。,本品呈卵圓形，長4~5.5mm，直徑2.5~4mm。表面灰綠色或灰黃色，有微細的白色或棕色網紋，兩邊有棱，頂端略尖，基部有1圓形果梗痕。果皮薄而脆，易破碎。種皮綠色，子葉2，乳白色，富油性。氣微，味淡。
0245,Lotus Seed,蓮子,補脾止瀉，益腎澀精，養心安神。用於脾虛久瀉，遺精帶下，心悸失眠。,甘、澀，平。,以個大飽滿者為佳。,本品略呈橢圓形或類球形，長1.2~1.8cm，直徑0.8~1.4cm。表面淺黃棕色至紅棕色，有細縱紋和較寬的脈紋。一端中心呈乳頭狀突起，深棕色，多有裂口，其周邊略下陷。質硬，種皮薄，不易剝離。子葉2，黃白色，肥厚，中有空隙，具綠色蓮子心。無臭，味甘、微澀；蓮子心味苦。
0246,Lotus Plumule,蓮子心,清心安神，交通心腎，澀精止血。用於熱入心包，神昏譫語，心腎不交，失眠遺精，血熱吐血。,苦，寒。,以個大、色青綠。未經煮者為佳。,本品略呈細棒狀，長1~1.4cm，直徑約0.2cm。幼葉綠色，一長一短，卷成箭形，先端向下反折，兩幼葉間可見細小胚芽。胚根圓柱形，長約3mm，黃白色。質脆，易折斷，斷面有數個小孔。氣微，味苦。
0247,Slender Dutchmanspipe Fruit,馬兜鈴,清肺降氣，止咳平喘，清腸消痔。用於肺熱喘咳，痰中帶血，腸熱痔血，痔瘡腫痛。,苦，微寒。,以個大、黃綠色、不破裂者為佳。,本品呈卵圓形，長3~7cm，直徑2~4cm。表面黃綠色、灰綠色或棕褐色，有縱棱線12條，由棱線分出多數橫向平行的細脈紋。頂端平鈍，基部有細長果梗。果皮輕而脆，易裂為6瓣，果梗也分裂為6條。果皮內表面平滑而帶光澤，有較密的橫向脈紋。果實分6室，每室種子多數，平疊整齊排列。種子扁平而薄，鈍三角形或扇形，長6~10mm，寬8~12mm，邊緣有翅，淡棕色。氣特異，味微苦。
0248,Nux Vomica,馬錢子,通絡止痛，散結消腫。用於風濕頑痹，麻木癱瘓，跌撲損傷，癰疽腫痛；小兒麻痹後遺症，類風濕性關節痛。,苦，溫；有大毒。,以個大飽滿、質堅肉厚、色灰黃有光澤者佳。,本品呈鈕扣狀圓板形，常一面隆起，一面稍凹下，直徑1.5~3cm，厚0.3~0.6cm。表面密被灰棕或灰綠色絹狀茸毛，自中間向四周呈輻射狀排列，有絲樣光澤。邊緣稍隆起，較厚，有突起的珠孔，底面中心有突起的圓點狀種臍。質堅硬，平行剖面可見淡黃色白色胚乳，角質狀，子葉心形，葉脈5~7條。無臭，味極苦。
0249,Cochinchina Momordica Seed,木鱉子,散結消腫，攻毒療瘡。用於瘡瘍腫毒，乳癰，瘰癘，痔漏，乾癬，禿瘡。,苦、微甘，涼；有毒。,以籽粒飽滿、不破裂、體重、內仁黃白色、不泛油者為佳。,本品呈扁平圓板狀，中間稍隆起或微凹陷，直徑2~4cm，厚約0.5cm。表面灰棕色至黑褐色，有網狀花紋，在邊緣較大的一個齒狀突起上有淺黃色種臍。外種皮質硬而脆，內種皮灰綠色，絨毛樣。子葉2，黃白色，富油性。有特殊的油膩氣，味苦。
0250,Indian Trunpetflower Seed,木蝴蝶,清肺利咽，疏肝和胃。用於肺熱咳嗽，喉痹，音啞，肝胃氣痛。,苦、甘，涼。,以張大、色白、有光澤、翼柔軟如綢者為佳。,本品為蝶形薄片，除基部外三面延長成寬大菲薄的翅。長5~8cm，寬3.5~4.5cm。表面淺黃白色，翅半透明，有絹絲樣光澤，上有放射狀紋理，邊緣多破裂。體輕，剝去種皮，可見一層薄膜狀的胚乳緊裹於子葉之外。子葉2，蝶形，黃綠色或黃色，長徑1~1.5cm。無臭，味微苦。
0251,Great Burdock Fruit,牛蒡子,疏散風熱，宣肺透疹，解毒利咽。用於風熱感冒，咳嗽痰多，麻疹，風疹，咽喉腫痛，痄腮丹毒，癰腫瘡毒。,辛、苦，寒。,以粒大、飽滿、色灰褐者為佳。,本品呈長倒卵形，略扁，微彎曲，長5~7mm，寬2~3mm。表面灰褐色，帶紫黑色斑點，有數條縱棱，通常中間1~2條較明顯。頂端鈍圓，稍寬，頂面有圓環，中間具點狀花柱殘跡；基部略窄，著生面色較淡。果皮較硬，子葉2，淡黃白色，富油性。無臭，味苦後微辛而稍麻舌。
0252,Glossy Privet Fruit,女貞子,滋補肝腎，明目烏髮。用於眩暈耳鳴，腰膝酸軟，鬚髮早白，目暗不明，內熱消渴、骨蒸潮熱。,甘、苦，涼。,以粒大、飽滿、色黑紫者為佳。,呈卵形、橢圓形或腎形，長6~8.5mm，直徑3.5~5.5mm。表面黑紫色或灰黑色，皺縮不平，基部有果梗痕或具宿萼及短梗。體輕。外果皮薄，中果皮較鬆軟，易剝離，內果皮木質，黃棕色，具縱棱，破開後種子通常為1粒，腎形，紫黑色，油性。無臭，味甘、微苦澀。
0253,Boat - fruited Sterculia Seed,胖大海,清熱潤肺，利咽解毒，潤腸通便。用於肺熱聲啞，乾咳無痰，咽喉乾痛，熱結便閉，頭痛目赤。,甘，寒。,以個大、堅質、棕色、有細皺紋及光澤者為佳。,呈紡錘形或橢圓形，長2~3cm，直徑1~1.5cm。先端鈍圓，基部略尖而歪，具淺色的圓形種臍，表面棕色或暗棕色，微有光澤，具不規則的乾縮皺紋。外層種皮極薄，質脆，易脫落。中層種皮較厚，黑褐色，質松易碎，遇水膨脹成海綿狀。斷面可見散在的樹脂狀小點。內層種皮可與中層種皮剝離，稍革質，內有2片肥厚胚乳，廣卵形；子葉2枚，菲薄，緊貼於胚乳內側，與胚乳等大。氣微，味淡，嚼之有黏性。
0254,Villous Amomum Fruit,砂仁,化濕開胃，溫脾止瀉，理氣安胎。用於濕濁中阻，脘痞不饑，脾胃虛寒，嘔吐泄瀉，妊娠惡阻，胎動不安。,辛，溫。,以個大、堅實、仁飽滿、氣香濃者為佳。,海南砂：呈長橢圓形或卵圓形，有明顯的三棱，長1.5~2cm，直徑0.8~1.2cm。表面被片狀、分枝的軟刺，基部具果梗痕。果皮厚而硬。種子團較小，每瓣有種子3~24粒；種子直徑1.5~2mm。氣味稍淡。
0255,Rangooncreeper Fruit,使君子,殺蟲消積。用於蛔蟲、蟯蟲病，蟲積腹痛，小兒疳積。,甘，溫。,以個大、表面具紫褐色光澤、仁飽滿、色白者為佳。,呈扁圓形，直徑1.5~2.5cm。中央較厚，微隆起，有果實脫落後的圓形疤痕，邊緣較薄，4裂，裂片多反卷，易碎；基部有果梗或圓孔狀的果梗痕。外表面黃褐色或紅棕色，內表面黃棕色，密被細絨毛。質硬而脆。無臭，味澀。
0256,Blessed Thistle Fruit,水飛薊,清熱解毒，疏肝利膽。用於肝膽濕熱，脅痛，黃疸。,苦，涼。,以淺黃白色，富油性者為佳。,本品呈長倒卵形或橢圓形，表面淡灰棕色至黑褐色。光滑。有細縱花紋。頂端鈍圓，稍寬，有一圓環，中間具點狀花柱殘跡，基部略窄。質堅硬。破開後可見子葉2片。淺黃白色，富油性。氣微，味淡。
0257,Henbane Seed,天仙子,解痙止痛，安神定喘。用於胃痙攣疼痛，喘咳，癲狂。,苦、辛，溫；有大毒。,以顆粒飽滿、均勻者為佳。,呈類扁腎形或扁卵形，直徑約1mm。表面棕黃色或灰黃色，有細密的網紋，略尖的一端有點狀種臍。剖面灰白色，油質，有胚乳，胚彎曲。無臭，味微辛。
0258,Common Heron’s Bill Herb,老鸛草,祛風濕，通經絡，止瀉痢。用於風濕痹痛，麻木拘攣，筋骨酸痛，泄瀉痢疾。,辛、苦，平。,以色綠、花果多者為佳。,野老鸛草：葉片掌狀5~7深裂，裂片條形，每裂片3~5深裂。
0259,Spreading Hedyotis Herb,白花蛇舌草,清熱解毒、消痛散結、利尿除濕。尤善治療各種類型炎症。,苦、淡，寒。,以莖葉完整、灰綠色、果實飽滿者為佳。,全體扭纏成團狀，灰綠色至灰棕色。主根細長，粗約2mm，鬚根纖細，淡灰棕色。莖細，捲曲，質脆，易折斷，中心髓部白色。葉多皺縮，破碎，易脫落；托葉長1~2mm。花、果單生或成對生於葉腋，花常具短而略粗的花梗。葫果扁球形，直徑2~2.5mm，室背開裂，宿萼頂端4裂，邊緣具短刺毛。氣微，味淡。
0260,Chinese Lobelia Herb,半邊蓮,清熱解毒；利水消腫。主治毒蛇咬傷；癰腫疔瘡；扁桃體炎；濕疹；足癬；跌打損傷；濕熱黃疸；闌尾炎；腸炎；腎炎；肝硬化腹水及多種癌症。,甘，平。,以莖葉色綠、根黃者為佳。,全體長15~35cm，常纏結成團。根細小，側生纖細鬚根。根莖細長圓柱形，直徑1~2mm；表面淡黃色或黃棕色，具細縱紋。莖細長，有分枝，灰綠色，節明顯。葉互生，無柄，葉片多皺縮，綠褐色，展平後葉片呈狹披針形或長小，單生於葉腋；花冠基部連合，上部5裂，偏向一邊。氣微，味微甘而辛。
0261,Wild Mint Herb,薄荷,疏散風熱，清利頭目，透疹。具有疏散風熱、清利頭目、利咽、透疹、疏肝解鬱之功效。現代醫學常將其用於治療風熱感冒、頭痛、咽喉痛、口舌生瘡、風疹、麻疹、胸腹脹悶和抗早孕等。另外，薄荷還具有消炎止痛作用。,辛，涼。,以色深綠、葉多、氣濃者為佳。,本品莖呈方柱形，有對生分枝，長15~40cm，直徑0.2~0.4cm；表面紫棕色或淡綠色，棱角處具茸毛，節間長2~5cm；質脆，斷面白色，髓部中空。葉對生，有短柄；葉片皺縮捲曲，完整者展平後呈寬披針形、長橢圓形或卵形，長2~7cm，寬1~3cm；上表面深綠色，下表面灰綠色，稀被茸毛，有凹點狀腺鱗。輪傘花序腋生，花萼鐘狀，先端5齒裂，花冠淡紫色。揉搓後有特殊清涼香氣，味辛涼。
0262,Asiatic Plantain Herb,車前草,清熱利尿；滲濕止瀉；明目；祛痰。主治：主小便不利；淋濁帶下；水腫脹滿；暑濕瀉痢；目赤障翳；痰熱咳喘。,甘、淡，微寒。,以灰綠色、葉片完整者為佳。,平車前：主根直而長。葉片較狹，長橢圓形或橢圓狀披針形，長5~14cm，寬2~3cm。
0263,Common Andrographis Herb,穿心蓮,清熱解毒，涼血，消腫，燥濕。主治感冒發熱，咽喉腫痛，口舌生瘡，頓咳勞嗽，泄瀉痢疾，熱淋澀痛，癰腫瘡瘍，毒蛇咬傷。,苦，寒。,以綠色、葉多者為佳。,莖呈方柱形，多分枝，長50~70cm，節稍膨大；質脆，易折斷。單葉對生，葉柄短或近無柄；葉片皺縮、易碎，完整者展開後呈披針形或卵狀披針形，長3~12cm，寬2~5cm，先端漸尖，基部楔形下延，全緣或波狀；上表面綠色，下表面灰綠色，兩面光滑。氣微，味極苦。
0264,Stringy Stonecrop Herb,垂盆草,清利濕熱，解毒。用於濕熱黃疸，小便不利，癰腫瘡瘍，急、慢性肝炎。有降低谷丙轉氨酶作用。用於急性肝炎、遷延性肝炎、慢性肝炎的活動性。,甘、淡，涼。,以莖葉完整、黃綠色者為佳。,該品莖纖細，長可達20cm以上，部分節上可見纖細的不定根。3葉輪生，葉片倒披針形至矩圓形，綠色，肉質，長1.5~2.8cm，寬0.3~0.7cm，先端近急尖，基部急狹，有距。氣微，味微苦。
0265,Japanese Thistle,大薊,止血涼血、祛瘀消腫。主治吐血，衄血，尿血，血淋，血崩，帶下，腸風，腸癰，癰瘍腫毒，疔瘡。,甘、苦，涼。,根以條粗、乾燥者為佳。,大薊根：呈長紡錘形，常簇生而扭曲，長5~15cm，直徑0.2~0.6cm。表面暗褐色，有不規則的縱皺紋。質硬而脆，易折斷，斷面粗糙，灰白色。氣微，味甘、微苦。
0266,Field Thistle,小薊,涼血止血，祛瘀消腫。用於衄血，吐血，尿血，便血，崩漏下血，外傷出血，癰腫瘡毒。,甘、苦，涼。,以灰綠色、葉多者為佳。,本品莖呈圓柱形，有的上部分枝，長5~30cm，直徑0.2~0.5cm；表面灰綠色或帶紫色，具縱棱及白色柔毛；質脆，易折斷，斷面中空。葉互生，無柄或有短柄；葉片皺縮或破碎，完整者展平後呈長橢圓形或長圓狀披針形，長3~12cm，寬0.5~3cm；全緣或微齒裂至羽狀深裂，齒尖具針刺；上表面綠褐色，下表面灰綠色，兩面均具白色柔毛。頭狀花序單個或數個頂生；總苞鐘狀，苞片5~8層，黃綠色；花紫紅色。氣微，味微苦。
0267,Common Lophatherum Herb,淡竹葉,清熱瀉火，除煩止渴，利尿通淋。用於熱病煩渴，小便短赤澀痛，口舌生瘡。,甘、淡，寒。,以葉大、色綠、不帶根及花托者為佳。,莖圓柱形，長25~30cm，直徑1.5~2mm；表面淡黃綠色，有節，節上抱有葉鞘，斷面中空。葉多皺縮捲曲，葉片被外形，長5~20cm，寬1~3.5cm；表面淺綠色或黃綠色，葉脈平行，具橫行小脈，形成長方形的網格狀，下表面尤為明顯。葉鞘長約5cm，開裂，外具縱條紋，沿葉鞘邊緣有白色長柔毛。體輕，質柔韌。氣微，味淡。
0268,Common Rush Pith or Herba,燈心草,利水通淋；清心降火。主治：淋病；水腫；小便不利，尿少澀痛；濕熱黃疸；心煩不寐；小兒夜啼；喉痹；口舌生瘡；創傷。,甘、淡，微寒。,以條長，粗壯，色白，有彈性者為好。,本品呈細圓柱形，長達90cm，直徑1~3mm，表面白色或淡黃白色。置放大鏡下觀察，有隆起的細縱紋及海綿樣的細小孔隙；微有光澤。質輕柔軟，有彈性，易拉斷，斷面不平坦，白色。氣味不顯著。
0269,Cablin Potchouli Herb,廣藿香,芳香化濕；和胃止嘔；祛暑解表。主濕阻中焦之脘腹痞閔；食欲不振；嘔吐；泄瀉；外感暑濕之寒熱頭痛；濕溫初起的發熱身困；胸閔噁心；鼻淵；手足癬 。,辛，微溫。,以灰綠色、葉多、氣濃者為佳。,該品莖略呈方柱形，多分枝，枝條稍曲折，長30~60cm，直徑約0.2~0.7cm；表面被柔毛；質脆，易折斷，斷面中部有髓；老莖類圓柱形，直徑1~1.2cm，被灰褐色栓皮。葉對生，皺縮成團，展平後葉片呈卵形或橢圓形，長4~9cm，寬3~7cm；兩面均被灰白色茸毛；先端短尖或鈍圓，基部楔形或鈍圓，邊緣具大小不規則的鈍齒；葉柄細，長2~5cm，被柔毛。氣香特異，味微苦。
0270,Snowbellleaf Tickclover Herb,廣金錢草,清熱除濕，利尿通淋。用於熱淋、砂淋、石淋、小便澀痛、水腫尿少、黃疸、尿赤、尿路結石。,甘、淡，平。,以葉多、色綠者為佳。,乾燥的莖枝呈圓柱形，長可達60cm，粗2~5mm，表面淡棕黃色，密被黃色絨毛，質跪易斷，斷面淡黃色，中心具白色髓。葉皺縮，易脫落，上面灰綠色至暗綠色，無毛，下面淺綠色，密被白色茸毛。莖節處常有托葉，披針形錐尖，淺棕色。生藥中偶見花果。氣微弱，味淡。
0271,Colored Mistletoe Herb,槲寄生,補肝腎，強筋骨，祛風濕，安胎。,苦、甘，平。,以枝嫩、黃綠色、葉多者為佳。,該品莖枝呈圓柱形，2~5叉狀分枝，長約30cm，直徑0.3~1cm；表面黃綠色、金黃色或黃棕色，有縱皺紋；節膨大，節上有分枝或枝痕。體輕，質脆，易折斷，斷面不平坦，皮部黃色，木部色較淺，射線放射狀，髓部常偏向一邊。葉對生於枝梢，易脫落，無柄；葉片呈長橢圓狀披針形，長2~7cm，寬0.5~1.5cm；先端鈍圓，基部楔形，全緣；表面黃綠色，有細皺紋，主脈5出，中間3條明顯。革質。漿果球形，皺縮。無臭，味微苦，嚼之有黏性。
0272,Fiveleaf Gynostemma Herb or Root,絞股藍,清熱，補虛，解毒。能夠調節血壓，降低血脂，調節血糖，促進尿酸排泄。用於血脂、血壓、血糖、血尿酸過高、高或異常者。,苦、微甘，涼。,以莖纖細、皺縮、灰棕色或暗綠色者為佳。,皺縮，莖纖細灰棕色或暗棕色，表面具縱溝紋，被稀疏絨毛，複葉，小葉膜質，常5~7，少數9枚，葉柄長2~4cm，被糙毛；側生小葉卵狀長圓形或長圓狀披針形，中央一枚較大，長4~12cm，寬1~1.3cm，先端漸尖，基部楔形，兩面被粗毛，葉緣有鋸齒，齒尖具芒。果實圓球形，直徑約5mm，果梗長3~5mm。味苦，有草腥氣。
